food_id,food_name_bn,food_name_en,aliases,category,serving_size_g,calories,protein,carbs,fat,sugar,sodium,fiber,is_common
224,,shawarma,shawarma,fast_food,100.0,445.2,11.6,10.4,17.1,12.0,41.0,0.5,0.0
225,,taco,taco,fast_food,200.0,366.6,14.7,28.5,17.2,15.5,298.5,7.4,0.0
226,,burrito,burrito,fast_food,80.0,387.5,18.9,50.9,16.8,15.2,461.2,5.9,0.0
227,,fried shrimp,fried shrimp|fried-shrimp|friedshrimp,fast_food,150.0,354.9,24.7,23.4,19.0,29.4,527.4,9.6,0.0
228,,crispy chicken sandwich,crispy chicken sandwich|crispy-chicken-sandwich|crispychickensandwich,fast_food,200.0,555.2,19.2,36.6,7.8,19.7,875.0,6.9,0.0
229,,loaded fries,loaded fries|loaded-fries|loadedfries,fast_food,80.0,502.5,17.9,11.9,17.8,18.6,757.8,1.8,0.0
230,,fried nuggets,fried nuggets|fried-nuggets|friednuggets,fast_food,200.0,334.8,17.6,42.6,5.7,13.2,379.8,5.0,0.0
231,,pasta alfredo,pasta alfredo|pasta-alfredo|pastaalfredo,fast_food,80.0,393.6,23.5,55.4,24.5,22.1,60.7,1.7,0.0
232,,mac and cheese,mac and cheese|mac-and-cheese|macandcheese,fast_food,80.0,446.3,29.9,29.7,10.9,28.7,416.4,6.4,0.0
233,,lasagna,lasagna,fast_food,150.0,374.0,23.4,43.8,18.2,20.8,551.0,2.3,0.0
234,,spaghetti bolognese,spaghetti bolognese|spaghetti-bolognese|spaghettibolognese,fast_food,80.0,347.7,9.7,56.6,27.5,23.1,635.9,8.3,0.0
235,,fried momo,fried momo|fried-momo|friedmomo,fast_food,120.0,361.0,11.1,56.2,22.4,8.2,114.1,8.1,0.0
236,,vegetable curry,vegetable curry|vegetable-curry|vegetablecurry,main_meal,120.0,321.9,12.4,22.0,21.8,4.4,42.6,11.5,0.0
237,,mixed vegetable,mixed vegetable|mixed-vegetable|mixedvegetable,main_meal,50.0,173.5,13.8,16.9,13.7,6.1,487.0,11.2,0.0
238,,egg curry,egg curry|egg-curry|eggcurry,main_meal,200.0,153.3,4.2,45.0,7.1,1.5,815.1,2.7,0.0
239,,omelette,omelette,main_meal,80.0,94.2,13.0,43.6,3.3,23.1,9.6,6.6,0.0
240,,boiled egg,boiled egg|boiled-egg|boiledegg,main_meal,80.0,189.9,28.1,52.9,13.6,6.0,867.7,3.9,0.0
241,,fried egg,fried egg|fried-egg|friedegg,main_meal,200.0,96.0,23.3,39.8,6.9,22.2,766.0,0.4,0.0
242,,egg bhuna,egg bhuna|egg-bhuna|eggbhuna,main_meal,80.0,192.8,25.3,56.2,1.5,25.1,710.2,2.2,0.0
243,,vegetable soup,vegetable soup|vegetable-soup|vegetablesoup,main_meal,200.0,339.8,27.9,52.9,0.8,17.0,101.0,11.8,0.0
244,,chicken soup,chicken soup|chicken-soup|chickensoup,main_meal,100.0,202.7,19.6,32.4,25.0,4.0,456.3,3.3,0.0
245,,beef soup,beef soup|beef-soup|beefsoup,main_meal,250.0,110.4,5.7,28.6,7.6,5.6,664.3,9.5,0.0
246,,khashir rezala,khashir rezala|khashir-rezala|khashirrezala,main_meal,150.0,262.1,6.6,37.4,18.1,12.2,387.8,3.9,0.0
247,,plain salad,plain salad|plain-salad|plainsalad,main_meal,120.0,260.7,6.4,10.2,9.4,7.4,238.4,2.8,0.0
248,,caesar salad,caesar salad|caesar-salad|caesarsalad,main_meal,250.0,152.1,10.6,35.8,16.3,7.8,326.8,2.8,0.0
249,,greek salad,greek salad|greek-salad|greeksalad,main_meal,200.0,111.9,9.9,25.5,14.3,26.9,634.7,3.7,0.0
250,,fried vegetables,fried vegetables|fried-vegetables|friedvegetables,main_meal,50.0,252.5,28.3,23.3,6.6,28.7,433.0,5.5,0.0
251,,vegetable noodles,vegetable noodles|vegetable-noodles|vegetablenoodles,main_meal,150.0,180.9,21.4,54.9,21.3,24.1,743.9,9.1,0.0
252,,egg fried rice,egg fried rice|egg-fried-rice|eggfriedrice,main_meal,200.0,283.8,26.3,6.7,12.8,21.1,74.9,6.8,0.0
253,,mixed rice platter,mixed rice platter|mixed-rice-platter|mixedriceplatter,main_meal,50.0,303.8,27.2,13.7,15.3,4.9,769.8,5.3,0.0
254,,plain pasta,plain pasta|plain-pasta|plainpasta,main_meal,200.0,135.5,17.9,7.3,14.5,24.3,410.8,6.2,0.0
255,,vegetable pasta,vegetable pasta|vegetable-pasta|vegetablepasta,main_meal,120.0,232.3,17.2,41.0,9.0,0.7,232.7,0.0,0.0
256,ভাত,spicy white rice,bhaat|boiled rice|plain rice|rice|spicy white rice|spicy-white-rice|spicywhiterice|vat|white rice|white-rice|whiterice|ভাত,grain,200.0,148.1,22.5,16.2,4.3,3.1,667.9,6.5,1.0
257,,spicy brown rice,brown rice|brown-rice|brownrice|spicy brown rice|spicy-brown-rice|spicybrownrice,grain,150.0,227.3,1.9,14.7,14.4,0.8,183.0,7.8,1.0
258,,spicy fried rice,fried rice|fried-rice|friedrice|spicy fried rice|spicy-fried-rice|spicyfriedrice,grain,150.0,252.6,14.0,18.1,24.4,22.8,147.9,5.1,1.0
259,,spicy polao,polao|spicy polao|spicy-polao|spicypolao,grain,100.0,184.9,28.8,21.5,3.1,2.9,763.5,7.2,1.0
260,কাচ্চি বিরিয়ানি,spicy kacchi biryani,kacchi|kacchi biryani|kacchi-biryani|kacchibiryani|kachi|spicy kacchi biryani|spicy-kacchi-biryani|spicykacchibiryani|কাচ্চি|কাচ্চি বিরিয়ানি,grain,250.0,141.3,14.3,9.2,25.9,2.4,267.4,7.5,1.0
261,তেহারি,spicy tehari,spicy tehari|spicy-tehari|spicytehari|tehari|tehri|তেহারি,grain,250.0,209.8,6.6,6.0,18.7,23.2,886.8,10.3,1.0
262,খিচুড়ি,spicy khichuri,khichdi|khichuri|khicuri|kichuri|spicy khichuri|spicy-khichuri|spicykhichuri|খিচুড়ি,grain,250.0,175.6,9.1,38.9,10.5,11.1,192.5,3.2,1.0
263,,spicy bhuna khichuri,bhuna khichuri|bhuna-khichuri|bhunakhichuri|spicy bhuna khichuri|spicy-bhuna-khichuri|spicybhunakhichuri,grain,200.0,376.0,18.7,11.9,20.6,4.9,344.6,11.9,1.0
264,,spicy plain noodles,plain noodles|plain-noodles|plainnoodles|spicy plain noodles|spicy-plain-noodles|spicyplainnoodles,grain,200.0,340.0,7.4,20.8,21.6,1.7,740.5,9.7,1.0
265,,spicy chow mein,chow mein|chow-mein|chowmein|spicy chow mein|spicy-chow-mein|spicychowmein,grain,120.0,197.5,7.1,56.7,24.6,9.4,591.6,4.7,1.0
266,,spicy rice noodles,rice noodles|rice-noodles|ricenoodles|spicy rice noodles|spicy-rice-noodles|spicyricenoodles,grain,200.0,245.8,8.7,16.3,15.9,7.9,528.2,10.8,1.0
267,,spicy cornflakes,cornflakes|spicy cornflakes|spicy-cornflakes|spicycornflakes,grain,120.0,215.0,29.9,10.0,14.1,22.7,775.7,1.8,1.0
268,,spicy suji,spicy suji|spicy-suji|spicysuji|suji,grain,80.0,390.7,13.2,5.7,11.0,29.9,478.6,11.7,1.0
269,,spicy semai,semai|spicy semai|spicy-semai|spicysemai,grain,250.0,450.5,20.7,8.6,24.8,22.5,692.9,4.1,1.0
270,,spicy flattened rice,flattened rice|flattened-rice|flattenedrice|spicy flattened rice|spicy-flattened-rice|spicyflattenedrice,grain,100.0,297.8,14.2,57.3,24.6,7.9,453.0,2.1,1.0
271,,spicy muri,muri|spicy muri|spicy-muri|spicymuri,grain,50.0,385.9,9.7,39.1,17.2,4.6,687.4,6.5,1.0
272,,spicy oats,oats|spicy oats|spicy-oats|spicyoats,grain,250.0,463.1,27.6,36.7,13.9,3.4,329.9,11.8,1.0
273,,spicy barley porridge,barley porridge|barley-porridge|barleyporridge|spicy barley porridge|spicy-barley-porridge|spicybarleyporridge,grain,250.0,219.6,2.7,52.9,26.5,2.6,440.0,0.8,1.0
274,,spicy rice flour,rice flour|rice-flour|riceflour|spicy rice flour|spicy-rice-flour|spicyriceflour,grain,250.0,328.8,4.6,40.3,26.5,5.0,477.3,7.3,1.0
275,,spicy chira,chira|spicy chira|spicy-chira|spicychira,grain,80.0,404.0,22.9,42.0,20.1,12.0,606.2,4.5,1.0
276,রুটি,spicy roti,chapati|roti|ruti|spicy roti|spicy-roti|spicyroti|রুটি,bread,150.0,184.2,8.2,5.7,1.1,16.6,531.7,0.1,1.0
277,,spicy chapati,chapati|spicy chapati|spicy-chapati|spicychapati,bread,200.0,284.0,7.6,54.5,24.1,2.1,218.0,8.0,1.0
278,পরোটা,spicy paratha,paratha|porota|spicy paratha|spicy-paratha|spicyparatha|পরোটা,bread,80.0,254.1,22.0,53.2,16.3,7.3,428.3,4.9,1.0
279,,spicy lachha paratha,lachha paratha|lachha-paratha|lachhaparatha|spicy lachha paratha|spicy-lachha-paratha|spicylachhaparatha,bread,50.0,114.0,13.5,26.6,13.3,21.9,607.7,11.8,1.0
280,,spicy naan,naan|spicy naan|spicy-naan|spicynaan,bread,50.0,131.2,22.1,48.4,3.5,5.7,485.0,1.7,1.0
281,,spicy luchi,luchi|spicy luchi|spicy-luchi|spicyluchi,bread,80.0,150.9,8.2,55.5,12.7,25.8,497.5,0.6,1.0
282,,spicy porota,porota|spicy porota|spicy-porota|spicyporota,bread,150.0,340.1,29.1,55.7,23.8,5.0,439.6,2.6,1.0
283,,spicy bakarkhani,bakarkhani|spicy bakarkhani|spicy-bakarkhani|spicybakarkhani,bread,120.0,303.8,5.8,2.1,11.2,27.8,707.7,3.4,1.0
284,,spicy garlic naan,garlic naan|garlic-naan|garlicnaan|spicy garlic naan|spicy-garlic-naan|spicygarlicnaan,bread,200.0,291.4,29.9,34.2,20.3,4.6,270.6,11.6,1.0
285,,spicy tandoori roti,spicy tandoori roti|spicy-tandoori-roti|spicytandooriroti|tandoori roti|tandoori-roti|tandooriroti,bread,150.0,312.6,2.8,20.2,1.9,14.3,827.9,6.4,1.0
286,,spicy bun,bun|spicy bun|spicy-bun|spicybun,bread,50.0,358.2,3.3,12.8,16.9,20.3,215.5,1.4,1.0
287,,spicy burger bun,burger bun|burger-bun|burgerbun|spicy burger bun|spicy-burger-bun|spicyburgerbun,bread,150.0,173.8,18.2,37.9,12.0,17.5,472.9,11.2,1.0
288,,spicy toast bread,spicy toast bread|spicy-toast-bread|spicytoastbread|toast bread|toast-bread|toastbread,bread,80.0,295.2,10.1,17.4,4.1,19.4,414.2,11.1,1.0
289,,spicy milk bread,milk bread|milk-bread|milkbread|spicy milk bread|spicy-milk-bread|spicymilkbread,bread,50.0,106.0,19.0,34.7,3.2,16.1,457.8,1.6,1.0
290,,spicy whole wheat bread,spicy whole wheat bread|spicy-whole-wheat-bread|spicywholewheatbread|whole wheat bread|whole-wheat-bread|wholewheatbread,bread,100.0,327.8,26.5,23.4,4.8,25.0,634.7,7.3,1.0
291,,spicy pita bread,pita bread|pita-bread|pitabread|spicy pita bread|spicy-pita-bread|spicypitabread,bread,250.0,250.5,1.2,49.4,8.7,19.9,845.3,1.6,1.0
292,,spicy rumali roti,rumali roti|rumali-roti|rumaliroti|spicy rumali roti|spicy-rumali-roti|spicyrumaliroti,bread,50.0,299.8,22.5,11.0,8.2,6.3,311.9,8.2,1.0
293,,spicy kulcha,kulcha|spicy kulcha|spicy-kulcha|spicykulcha,bread,250.0,153.2,15.2,54.5,23.8,2.8,384.1,3.3,1.0
294,,spicy sheermal,sheermal|spicy sheermal|spicy-sheermal|spicysheermal,bread,50.0,180.0,4.8,58.8,4.9,13.3,636.6,6.7,1.0
295,,spicy stuffed paratha,spicy stuffed paratha|spicy-stuffed-paratha|spicystuffedparatha|stuffed paratha|stuffed-paratha|stuffedparatha,bread,50.0,110.4,26.6,54.4,15.5,25.0,526.3,1.8,1.0
296,ডাল,spicy dal,dal|dhal|lentil|spicy dal|spicy-dal|spicydal|ডাল,lentil,80.0,102.1,11.6,56.1,27.2,1.2,325.2,8.2,1.0
297,,spicy masoor dal,masoor dal|masoor-dal|masoordal|spicy masoor dal|spicy-masoor-dal|spicymasoordal,lentil,200.0,135.3,23.6,53.3,11.7,18.6,143.3,11.2,1.0
298,,spicy mug dal,mug dal|mug-dal|mugdal|spicy mug dal|spicy-mug-dal|spicymugdal,lentil,250.0,142.3,24.2,12.3,11.8,5.4,832.4,9.4,1.0
299,,spicy boot dal,boot dal|boot-dal|bootdal|spicy boot dal|spicy-boot-dal|spicybootdal,lentil,120.0,207.8,26.1,49.0,7.8,23.6,101.7,10.5,1.0
300,,spicy mixed dal,mixed dal|mixed-dal|mixeddal|spicy mixed dal|spicy-mixed-dal|spicymixeddal,lentil,250.0,192.5,6.8,55.3,10.1,24.6,784.8,2.7,1.0
301,,spicy dal fry,dal fry|dal-fry|dalfry|spicy dal fry|spicy-dal-fry|spicydalfry,lentil,200.0,142.0,10.5,52.1,27.1,8.4,579.1,4.8,1.0
302,,spicy haleem,haleem|spicy haleem|spicy-haleem|spicyhaleem,lentil,250.0,219.4,28.2,8.7,27.2,5.4,866.5,3.2,1.0
303,,spicy cholar dal,cholar dal|cholar-dal|cholardal|spicy cholar dal|spicy-cholar-dal|spicycholardal,lentil,50.0,228.1,11.0,47.6,12.5,29.5,108.5,10.8,1.0
304,,spicy dal soup,dal soup|dal-soup|dalsoup|spicy dal soup|spicy-dal-soup|spicydalsoup,lentil,80.0,136.9,21.6,2.1,26.0,16.2,648.9,8.9,1.0
305,,spicy lentil stew,lentil stew|lentil-stew|lentilstew|spicy lentil stew|spicy-lentil-stew|spicylentilstew,lentil,200.0,121.0,13.5,57.0,25.8,18.7,598.7,1.5,1.0
306,,spicy black dal,black dal|black-dal|blackdal|spicy black dal|spicy-black-dal|spicyblackdal,lentil,100.0,195.3,20.3,20.9,19.7,16.6,176.7,8.0,1.0
307,,spicy yellow dal,spicy yellow dal|spicy-yellow-dal|spicyyellowdal|yellow dal|yellow-dal|yellowdal,lentil,120.0,215.5,27.2,37.7,8.8,16.4,5.4,3.4,1.0
308,,spicy green gram curry,green gram curry|green-gram-curry|greengramcurry|spicy green gram curry|spicy-green-gram-curry|spicygreengramcurry,lentil,120.0,248.6,18.6,20.7,12.6,20.3,462.5,9.5,1.0
309,,spicy pea soup,pea soup|pea-soup|peasoup|spicy pea soup|spicy-pea-soup|spicypeasoup,lentil,250.0,253.0,20.1,18.5,18.8,18.6,88.6,11.4,1.0
310,,spicy soybean curry,soybean curry|soybean-curry|soybeancurry|spicy soybean curry|spicy-soybean-curry|spicysoybeancurry,lentil,80.0,202.1,7.5,13.5,1.2,7.3,430.2,10.2,1.0
311,ইলিশ মাছ,spicy hilsha fish,hilsha|hilsha fish|hilsha-fish|hilshafish|ilish|spicy hilsha fish|spicy-hilsha-fish|spicyhilshafish|ইলিশ|ইলিশ মাছ,fish,50.0,215.2,26.7,35.4,20.3,11.5,362.7,1.8,1.0
312,,spicy shorshe ilish,shorshe ilish|shorshe-ilish|shorsheilish|spicy shorshe ilish|spicy-shorshe-ilish|spicyshorsheilish,fish,200.0,145.7,22.8,46.7,3.4,12.8,162.4,11.5,1.0
313,,spicy fried hilsha,fried hilsha|fried-hilsha|friedhilsha|spicy fried hilsha|spicy-fried-hilsha|spicyfriedhilsha,fish,150.0,252.3,17.2,55.2,3.8,4.0,420.9,6.4,1.0
314,,spicy rui fish curry,rui fish curry|rui-fish-curry|ruifishcurry|spicy rui fish curry|spicy-rui-fish-curry|spicyruifishcurry,fish,150.0,298.5,28.6,53.7,17.3,21.6,456.8,10.0,1.0
315,,spicy katla curry,katla curry|katla-curry|katlacurry|spicy katla curry|spicy-katla-curry|spicykatlacurry,fish,150.0,264.6,5.6,52.0,12.9,22.6,756.7,3.3,1.0
316,,spicy pangash curry,pangash curry|pangash-curry|pangashcurry|spicy pangash curry|spicy-pangash-curry|spicypangashcurry,fish,250.0,235.0,19.2,17.9,2.6,8.6,248.2,3.8,1.0
317,,spicy tilapia fry,spicy tilapia fry|spicy-tilapia-fry|spicytilapiafry|tilapia fry|tilapia-fry|tilapiafry,fish,150.0,188.0,5.4,24.2,4.7,6.4,376.3,4.0,1.0
318,,spicy shrimp curry,shrimp curry|shrimp-curry|shrimpcurry|spicy shrimp curry|spicy-shrimp-curry|spicyshrimpcurry,fish,120.0,220.5,7.0,26.4,25.4,17.5,627.5,10.3,1.0
319,,spicy chingri malai curry,chingri malai curry|chingri-malai-curry|chingrimalaicurry|spicy chingri malai curry|spicy-chingri-malai-curry|spicychingrimalaicurry,fish,250.0,306.5,14.8,56.7,8.7,11.7,803.0,10.0,1.0
320,,spicy shutki bhuna,shutki bhuna|shutki-bhuna|shutkibhuna|spicy shutki bhuna|spicy-shutki-bhuna|spicyshutkibhuna,fish,150.0,318.6,16.8,37.0,6.6,6.6,395.1,0.3,1.0
321,,spicy boal fish curry,boal fish curry|boal-fish-curry|boalfishcurry|spicy boal fish curry|spicy-boal-fish-curry|spicyboalfishcurry,fish,100.0,301.0,24.1,44.0,23.6,27.6,882.7,6.4,1.0
322,,spicy koi fish curry,koi fish curry|koi-fish-curry|koifishcurry|spicy koi fish curry|spicy-koi-fish-curry|spicykoifishcurry,fish,120.0,299.1,20.2,6.9,12.3,26.0,167.6,3.1,1.0
323,,spicy pabda fish,pabda fish|pabda-fish|pabdafish|spicy pabda fish|spicy-pabda-fish|spicypabdafish,fish,100.0,211.2,10.5,46.2,10.9,22.6,749.6,3.0,1.0
324,,spicy tuna curry,spicy tuna curry|spicy-tuna-curry|spicytunacurry|tuna curry|tuna-curry|tunacurry,fish,50.0,231.9,22.7,5.0,26.7,6.7,66.4,11.5,1.0
325,,spicy salmon fry,salmon fry|salmon-fry|salmonfry|spicy salmon fry|spicy-salmon-fry|spicysalmonfry,fish,50.0,347.0,28.5,13.6,1.1,4.6,118.0,8.0,1.0
326,,spicy fried fish,fried fish|fried-fish|friedfish|spicy fried fish|spicy-fried-fish|spicyfriedfish,fish,150.0,405.3,14.5,16.9,10.6,18.2,867.5,8.6,1.0
327,,spicy fish cutlet,fish cutlet|fish-cutlet|fishcutlet|spicy fish cutlet|spicy-fish-cutlet|spicyfishcutlet,fish,250.0,329.7,29.0,8.3,1.2,9.4,611.2,11.5,1.0
328,,spicy fish kebab,fish kebab|fish-kebab|fishkebab|spicy fish kebab|spicy-fish-kebab|spicyfishkebab,fish,120.0,345.8,6.8,36.3,23.3,7.3,629.0,3.6,1.0
329,,spicy dry fish curry,dry fish curry|dry-fish-curry|dryfishcurry|spicy dry fish curry|spicy-dry-fish-curry|spicydryfishcurry,fish,200.0,261.5,4.5,59.1,22.0,10.4,388.4,4.4,1.0
330,,spicy grilled fish,grilled fish|grilled-fish|grilledfish|spicy grilled fish|spicy-grilled-fish|spicygrilledfish,fish,150.0,294.5,1.4,26.4,14.0,13.0,329.2,10.7,1.0
331,গরুর মাংস,spicy beef curry,beef|beef curry|beef-curry|beefcurry|beff curry|gorur mangsho|spicy beef curry|spicy-beef-curry|spicybeefcurry|গরুর মাংস,meat,120.0,399.8,13.6,44.6,27.1,8.1,728.3,6.5,1.0
332,,spicy beef bhuna,beef bhuna|beef-bhuna|beefbhuna|spicy beef bhuna|spicy-beef-bhuna|spicybeefbhuna,meat,120.0,342.3,24.9,36.4,9.4,7.4,841.5,3.3,1.0
333,,spicy kala bhuna,kala bhuna|kala-bhuna|kalabhuna|spicy kala bhuna|spicy-kala-bhuna|spicykalabhuna,meat,120.0,234.1,14.5,37.4,10.9,0.9,766.6,2.2,1.0
334,,spicy beef rezala,beef rezala|beef-rezala|beefrezala|spicy beef rezala|spicy-beef-rezala|spicybeefrezala,meat,80.0,304.4,8.5,18.2,16.9,26.4,502.4,6.2,1.0
335,মুরগির মাংস,spicy chicken curry,chicken|chicken curry|chicken-curry|chickencurry|murgir mangsho|spicy chicken curry|spicy-chicken-curry|spicychickencurry|মুরগির মাংস,meat,80.0,216.7,21.9,30.3,21.3,20.7,583.1,5.9,1.0
336,,spicy chicken roast,chicken roast|chicken-roast|chickenroast|spicy chicken roast|spicy-chicken-roast|spicychickenroast,meat,250.0,168.8,9.5,25.5,7.2,19.9,335.3,6.6,1.0
337,,spicy chicken rezala,chicken rezala|chicken-rezala|chickenrezala|spicy chicken rezala|spicy-chicken-rezala|spicychickenrezala,meat,100.0,295.9,22.6,21.2,19.8,8.1,230.0,1.4,1.0
338,,spicy grilled chicken,grilled chicken|grilled-chicken|grilledchicken|spicy grilled chicken|spicy-grilled-chicken|spicygrilledchicken,meat,80.0,289.9,22.5,57.2,19.5,5.7,666.1,3.3,1.0
339,,spicy fried chicken,fried chicken|fried-chicken|friedchicken|spicy fried chicken|spicy-fried-chicken|spicyfriedchicken,meat,150.0,450.1,16.2,18.4,3.3,5.8,208.6,2.2,1.0
340,,spicy mutton curry,mutton curry|mutton-curry|muttoncurry|spicy mutton curry|spicy-mutton-curry|spicymuttoncurry,meat,50.0,392.5,4.7,4.6,2.0,8.8,850.0,7.7,1.0
341,,spicy duck curry,duck curry|duck-curry|duckcurry|spicy duck curry|spicy-duck-curry|spicyduckcurry,meat,250.0,346.5,26.3,35.3,13.4,13.2,170.0,0.6,1.0
342,,spicy beef kebab,beef kebab|beef-kebab|beefkebab|spicy beef kebab|spicy-beef-kebab|spicybeefkebab,meat,250.0,315.9,24.8,25.2,2.5,18.9,53.0,1.8,1.0
343,,spicy chicken kebab,chicken kebab|chicken-kebab|chickenkebab|spicy chicken kebab|spicy-chicken-kebab|spicychickenkebab,meat,150.0,431.9,3.5,16.4,15.8,12.5,538.5,7.4,1.0
344,,spicy shami kebab,shami kebab|shami-kebab|shamikebab|spicy shami kebab|spicy-shami-kebab|spicyshamikebab,meat,250.0,306.7,14.1,27.7,24.2,29.7,278.3,7.5,1.0
345,,spicy beef steak,beef steak|beef-steak|beefsteak|spicy beef steak|spicy-beef-steak|spicybeefsteak,meat,150.0,466.2,3.9,46.2,17.7,7.9,77.7,2.9,1.0
346,,spicy meatball curry,meatball curry|meatball-curry|meatballcurry|spicy meatball curry|spicy-meatball-curry|spicymeatballcurry,meat,150.0,194.7,1.1,28.1,16.8,8.7,212.2,8.5,1.0
347,,spicy beef tehari,beef tehari|beef-tehari|beeftehari|spicy beef tehari|spicy-beef-tehari|spicybeeftehari,meat,200.0,398.7,3.1,15.5,7.8,23.7,532.9,9.6,1.0
348,,spicy mutton biryani,mutton biryani|mutton-biryani|muttonbiryani|spicy mutton biryani|spicy-mutton-biryani|spicymuttonbiryani,meat,80.0,341.2,16.8,39.6,25.5,24.8,68.9,2.0,1.0
349,,spicy chicken biryani,chicken biryani|chicken-biryani|chickenbiryani|spicy chicken biryani|spicy-chicken-biryani|spicychickenbiryani,meat,100.0,321.4,24.9,55.4,12.6,14.1,277.2,4.8,1.0
350,,spicy bbq chicken,bbq chicken|bbq-chicken|bbqchicken|spicy bbq chicken|spicy-bbq-chicken|spicybbqchicken,meat,100.0,327.4,15.3,6.7,1.6,13.0,293.5,3.0,1.0
351,ফুচকা,spicy fuchka,fuchka|fuchkaa|phuchka|spicy fuchka|spicy-fuchka|spicyfuchka|ফুচকা,street_food,50.0,215.5,20.6,51.9,16.6,0.6,689.5,9.9,1.0
352,,spicy chotpoti,chotpoti|spicy chotpoti|spicy-chotpoti|spicychotpoti,street_food,150.0,194.2,22.9,29.3,18.4,27.5,167.4,7.0,1.0
353,,spicy jhalmuri,jhalmuri|spicy jhalmuri|spicy-jhalmuri|spicyjhalmuri,street_food,200.0,384.8,29.1,29.3,11.7,9.6,98.6,1.9,1.0
354,,spicy shingara,shingara|spicy shingara|spicy-shingara|spicyshingara,street_food,120.0,366.9,9.4,56.8,22.9,16.5,412.1,3.8,1.0
355,,spicy samosa,samosa|spicy samosa|spicy-samosa|spicysamosa,street_food,100.0,211.2,23.4,52.2,23.2,0.0,783.1,5.5,1.0
356,,spicy piaju,piaju|spicy piaju|spicy-piaju|spicypiaju,street_food,50.0,219.7,11.5,45.9,17.7,22.8,187.2,6.6,1.0
357,,spicy beguni,beguni|spicy beguni|spicy-beguni|spicybeguni,street_food,100.0,284.8,21.2,9.0,27.3,18.3,219.2,1.9,1.0
358,,spicy bun kabab,bun kabab|bun-kabab|bunkabab|spicy bun kabab|spicy-bun-kabab|spicybunkabab,street_food,150.0,169.3,12.8,15.0,23.6,3.4,852.6,7.8,1.0
359,,spicy chicken roll,chicken roll|chicken-roll|chickenroll|spicy chicken roll|spicy-chicken-roll|spicychickenroll,street_food,80.0,310.1,21.8,31.5,8.0,25.0,882.3,2.9,1.0
360,,spicy beef roll,beef roll|beef-roll|beefroll|spicy beef roll|spicy-beef-roll|spicybeefroll,street_food,150.0,217.1,6.5,36.8,21.0,4.1,67.5,9.3,1.0
361,,spicy egg roll,egg roll|egg-roll|eggroll|spicy egg roll|spicy-egg-roll|spicyeggroll,street_food,250.0,296.6,28.1,31.4,23.1,8.5,272.2,7.0,1.0
362,,spicy falafel,falafel|spicy falafel|spicy-falafel|spicyfalafel,street_food,200.0,341.8,5.3,33.2,10.0,16.6,491.4,5.5,1.0
363,,spicy kachori,kachori|spicy kachori|spicy-kachori|spicykachori,street_food,100.0,355.8,29.4,15.9,11.0,25.7,372.6,3.8,1.0
364,,spicy aloo chop,aloo chop|aloo-chop|aloochop|spicy aloo chop|spicy-aloo-chop|spicyaloochop,street_food,120.0,353.9,24.5,24.4,18.8,24.6,882.8,5.9,1.0
365,,spicy vegetable chop,spicy vegetable chop|spicy-vegetable-chop|spicyvegetablechop|vegetable chop|vegetable-chop|vegetablechop,street_food,50.0,227.4,29.0,21.3,3.3,25.4,94.2,10.9,1.0
366,,spicy pakora,pakora|spicy pakora|spicy-pakora|spicypakora,street_food,50.0,322.3,12.9,40.0,4.7,14.1,872.4,4.1,1.0
367,,spicy chicken burger,chicken burger|chicken-burger|chickenburger|spicy chicken burger|spicy-chicken-burger|spicychickenburger,street_food,200.0,253.9,3.3,21.1,19.0,16.0,859.0,7.5,1.0
368,,spicy beef burger,beef burger|beef-burger|beefburger|spicy beef burger|spicy-beef-burger|spicybeefburger,street_food,250.0,339.1,16.7,37.8,7.0,20.5,262.2,2.7,1.0
369,,spicy pizza slice,pizza slice|pizza-slice|pizzaslice|spicy pizza slice|spicy-pizza-slice|spicypizzaslice,street_food,50.0,305.9,3.9,38.8,24.5,13.3,626.1,10.8,1.0
370,,spicy hot dog,hot dog|hot-dog|hotdog|spicy hot dog|spicy-hot-dog|spicyhotdog,street_food,50.0,283.9,2.6,22.8,12.3,7.3,373.8,8.2,1.0
371,,spicy chanachur,chanachur|spicy chanachur|spicy-chanachur|spicychanachur,snack,80.0,158.5,3.3,52.5,17.5,7.2,822.0,1.7,1.0
372,,spicy potato chips,potato chips|potato-chips|potatochips|spicy potato chips|spicy-potato-chips|spicypotatochips,snack,120.0,275.2,14.3,40.7,25.2,14.0,262.4,6.6,1.0
373,,spicy nachos,nachos|spicy nachos|spicy-nachos|spicynachos,snack,50.0,275.2,11.0,36.1,18.1,12.7,228.8,10.1,1.0
374,,spicy toast biscuit,spicy toast biscuit|spicy-toast-biscuit|spicytoastbiscuit|toast biscuit|toast-biscuit|toastbiscuit,snack,80.0,376.4,25.7,8.2,11.0,10.8,269.8,8.4,1.0
375,,spicy cream biscuit,cream biscuit|cream-biscuit|creambiscuit|spicy cream biscuit|spicy-cream-biscuit|spicycreambiscuit,snack,50.0,438.9,20.1,17.9,16.1,20.6,671.5,0.6,1.0
